notif_no,substance_detected
NOT240101709K,Nan
NOT240101762K,Nan
NOT240101761K,Nan
NOT180100311K,Nan
NOT240101688K,Nan
NOT240101760K,Nan
NOT240101743K,Nan
NOT240101738K,Nan
NOT160101503K,Nan
NOT180100165K,Nan
NOT180100167K,Nan
NOT240101951K,Nan
NOT240101939K,Nan
NOT240101706K,Nan
NOT240101950K,Nan
NOT240101704K,Nan
NOT240101949K,Nan
NOT240101942K,Nan
NOT240101783K,Nan
NOT240101948K,Nan
NOT240101869K,Nan
NOT240101941K,Nan
NOT240101940K,Nan
NOT240101748K,Nan
NOT240101881K,Nan
NOT240101890K,Nan
NOT180100166K,Nan
NOT240101943K,Nan
NOT240101952K,Nan
NOT240101958K,Nan
NOT240101853K,Nan
NOT240101907K,Nan
NOT180100177K,Nan
NOT180100178K,Nan
NOT180100179K,Nan
NOT240101813K,Nan
NOT180100230K,Nan
NOT180100595K,Nan
NOT240101757K,Nan
NOT180100626K,Nan
NOT180100227K,Nan
NOT180100540K,Nan
NOT240101938K,Nan
NOT180100231K,Nan
NOT240101886K,Nan
NOT240101735K,Nan
NOT240101678K,Nan
NOT240101772K,Nan
NOT240101723K,Nan
NOT240101750K,Nan
NOT240101752K,Nan
NOT240101887K,Nan
NOT240101749K,Nan
NOT240101679K,Nan
NOT240101756K,Nan
NOT240101880K,Nan
NOT240101724K,Nan
NOT240101746K,Nan
NOT240101896K,Nan
NOT240101744K,Nan
NOT240101747K,Nan
NOT240101795K,Nan
NOT200101117K,Nan
NOT240101861K,Nan
NOT240101774K,Nan
NOT240101877K,Nan
NOT240101878K,Nan
NOT240101913K,Nan
NOT240101914K,Nan
NOT240101915K,Nan
NOT240101837K,Nan
NOT240101858K,Nan
NOT240101855K,Nan
NOT240101685K,Nan
NOT240101847K,Nan
NOT240101888K,Nan
NOT240101686K,Nan
NOT240101838K,Nan
NOT240101857K,Nan
NOT240101916K,Nan
NOT240101899K,Nan
NOT200101118K,Nan
NOT200101193K,Nan
NOT240101721K,Nan
NOT240101712K,Nan
NOT240101734K,Nan
NOT240101874K,Nan
NOT240101698K,Nan
NOT180100310K,Nan
NOT240101809K,Nan
NOT240101889K,Nan
NOT240101766K,Nan
NOT240101891K,Nan
NOT240101711K,Nan
NOT240101764K,Nan
NOT240101684K,Nan
NOT240101682K,Nan
NOT240101733K,Nan
NOT200101217K,Nan
NOT240101720K,Nan
NOT240101722K,Nan
NOT200101179K,Nan
NOT200101215K,Nan
NOT240101740K,Nan
NOT240101963K,Nan
NOT240101770K,Nan
NOT240101768K,Nan
NOT240101892K,Nan
NOT240101690K,Nan
NOT180100217K,Nan
NOT240101730K,Nan
NOT240101893K,Nan
NOT240101729K,Nan
NOT160101506K,Nan
NOT160101505K,Nan
NOT240101739K,Nan
NOT240101694K,Nan
NOT240101879K,Nan
NOT240101882K,Nan
NOT220101835K,Nan
NOT240101798K,Nan
NOT240101866K,Nan
NOT240101796K,Nan
NOT240101917K,Nan
NOT240101680K,Nan
NOT240101910K,Nan
NOT240101785K,Nan
NOT240101835K,Nan
NOT240101900K,Nan
NOT200101107K,Nan
NOT240101848K,Nan
NOT240101828K,Nan
NOT240101715K,Nan
NOT240101894K,Nan
NOT240101776K,Nan
NOT240101791K,Nan
NOT240101897K,Nan
NOT200101245K,Nan
NOT240101811K,Nan
NOT240101864K,Nan
NOT240101957K,Nan
NOT240101908K,Nan
NOT240101901K,Nan
NOT240101775K,Nan
NOT240101946K,Nan
NOT240101758K,Nan
NOT240101815K,Nan
NOT240101805K,Nan
NOT240101865K,Nan
NOT240101849K,Nan
NOT200101246K,Nan
NOT240101780K,Nan
NOT240101863K,Nan
NOT240101944K,Nan
NOT240101708K,Nan
NOT240101971K,Nan
NOT240101842K,Nan
NOT240101797K,Nan
NOT240101972K,Nan
NOT240101717K,Nan
NOT240101885K,Nan
NOT240101898K,Nan
NOT240101786K,Nan
NOT240101831K,Nan
NOT240101719K,Nan
NOT240101973K,Nan
NOT240101895K,Nan
NOT240101782K,Nan
NOT240101976K,Nan
NOT240101902K,Nan
NOT240101978K,Nan
NOT240101778K,Nan
NOT240101773K,Nan
NOT240101800K,Nan
NOT240101827K,Nan
NOT240101905K,Nan
NOT240101868K,Nan
NOT240101777K,Nan
NOT240101947K,Nan
NOT240101695K,Nan
NOT240101884K,Nan
NOT240101737K,Nan
NOT240101701K,Nan
NOT240101816K,Nan
NOT240101909K,Nan
NOT240101839K,Nan
NOT240101753K,Nan
NOT240101852K,Nan
NOT200101108K,Nan
NOT240101794K,Nan
NOT240101792K,Nan
NOT240101846K,Nan
NOT240101980K,Nan
NOT240101814K,Nan
NOT240101843K,Nan
NOT240101836K,Nan
NOT240101970K,Nan
NOT240101713K,Nan
NOT200101113K,Nan
NOT240101904K,Nan
NOT240101818K,Nan
NOT240101700K,Nan
NOT200101114K,Nan
NOT240101787K,Nan
NOT240101903K,Nan
NOT240101845K,Nan
NOT240101841K,Nan
NOT200101220K,Nan
NOT240101981K,Nan
NOT240101806K,Nan
NOT240101771K,Nan
NOT240101833K,Nan
NOT240101824K,Nan
NOT240101918K,Nan
NOT240101919K,Nan
NOT200101109K,Nan
NOT240101702K,Nan
NOT240101714K,Nan
NOT240101822K,Nan
NOT240101883K,Nan
NOT240101788K,Nan
NOT240101781K,Nan
NOT220101873K,Nan
NOT180100797K,Nan
NOT240102096K,Nan
NOT240102281K,Nan
NOT220101877K,Nan
NOT240102098K,Nan
NOT240102199K,Nan
NOT220101876K,Nan
NOT180100887K,Nan
NOT240102187K,Nan
NOT240102200K,Nan
NOT240102122K,Nan
NOT240102160K,Nan
NOT220101874K,Nan
NOT240102250K,Nan
NOT240102100K,Nan
NOT240102326K,Nan
NOT180100886K,Nan
NOT180100850K,Nan
NOT240102247K,Nan
NOT240102287K,Nan
NOT240101994K,Nan
NOT220101875K,Nan
NOT240102164K,Nan
NOT180100851K,Nan
NOT240102267K,Nan
NOT220101871K,Nan
NOT240102202K,Nan
NOT180100958K,Nan
NOT240102319K,Nan
NOT240102142K,Nan
NOT240102318K,Nan
NOT180100959K,Nan
NOT240102029K,Nan
NOT240102249K,Nan
NOT240102299K,Nan
NOT240102298K,Nan
NOT240102077K,Nan
NOT220101891K,Nan
NOT180100960K,Nan
NOT240102153K,Nan
NOT240102248K,Nan
NOT180101094K,Nan
NOT180100962K,Nan
NOT240102176K,Nan
NOT240102193K,Nan
NOT180100948K,Nan
NOT240102328K,Nan
NOT240102161K,Nan
NOT240102104K,Nan
NOT220101866K,Nan
NOT240102175K,Nan
NOT240102063K,Nan
NOT240102210K,Nan
NOT180100961K,Nan
NOT240102189K,Nan
NOT180100957K,Nan
NOT200101580K,Nan
NOT240101992K,Nan
NOT180100949K,Nan
NOT240102220K,Nan
NOT220101872K,Nan
NOT180100950K,Nan
NOT220101870K,Nan
NOT240102289K,Nan
NOT180100951K,Nan
NOT220101869K,Nan
NOT180100952K,Nan
NOT240102278K,Nan
NOT240102290K,Nan
NOT240101993K,Nan
NOT240102242K,Nan
NOT240102302K,Nan
NOT200101472K,Nan
NOT240102291K,Nan
NOT240102292K,Nan
NOT180100953K,Nan
NOT220101868K,Nan
NOT240102315K,Nan
NOT240102140K,Nan
NOT180100954K,Nan
NOT240102257K,Nan
NOT180100955K,Nan
NOT220101867K,Nan
NOT180100956K,Nan
NOT240102288K,Nan
NOT240102094K,Nan
NOT240102083K,Nan
NOT240102010K,Nan
NOT240102163K,Nan
NOT240102035K,Nan
NOT240102069K,Nan
NOT240102235K,Nan
NOT180101092K,Nan
NOT240102118K,Nan
NOT240101987K,Nan
NOT240102119K,Nan
NOT240102294K,Nan
NOT240101988K,Nan
NOT240102125K,Nan
NOT240102246K,Nan
NOT240102234K,Nan
NOT240101989K,Nan
NOT240101990K,Nan
NOT240102313K,Nan
NOT180100883K,Nan
NOT240102034K,Nan
NOT180100880K,Nan
NOT240102236K,Nan
NOT240102108K,Nan
NOT240102190K,Nan
NOT240102201K,Nan
NOT240102120K,Nan
NOT180100845K,Nan
NOT180100879K,Nan
NOT180100817K,Nan
NOT200101562K,Nan
NOT180101090K,Nan
NOT240102155K,Nan
NOT240102061K,Nan
NOT240101983K,Nan
NOT200101561K,Nan
NOT200101549K,Nan
NOT200101548K,Nan
NOT240102036K,Nan
NOT200101547K,Nan
NOT200101546K,Nan
NOT240102195K,Nan
NOT200101545K,Nan
NOT240102134K,Nan
NOT200101544K,Nan
NOT200101543K,Nan
NOT240101984K,Nan
NOT240102307K,Nan
NOT240102305K,Nan
NOT240102233K,Nan
NOT200101541K,Nan
NOT200101540K,Nan
NOT200101337K,Nan
NOT180100843K,Nan
NOT180100842K,Nan
NOT240102180K,Nan
NOT240102244K,Nan
NOT180101096K,Nan
NOT240102178K,Nan
NOT240102276K,Nan
NOT240102225K,Nan
NOT180100853K,Nan
NOT240102158K,Nan
NOT240102007K,Nan
NOT240102073K,Nan
NOT240102138K,Nan
NOT240102076K,Nan
NOT240102320K,Nan
NOT240102137K,Nan
NOT240102168K,Nan
NOT240102084K,Nan
NOT240102231K,Nan
NOT200101583K,Nan
NOT220101881K,Nan
NOT240102204K,Nan
NOT240102277K,Nan
NOT220101880K,Nan
NOT220101879K,Nan
NOT240102252K,Nan
NOT240102028K,Nan
NOT240102085K,Nan
NOT240102087K,Nan
NOT240102089K,Nan
NOT240102136K,Nan
NOT240102090K,Nan
NOT220101878K,Nan
NOT240102092K,Nan
NOT200101584K,Nan
NOT240102312K,Nan
NOT200101585K,Nan
NOT240102230K,Nan
NOT240102109K,Nan
NOT240102093K,Nan
NOT240102071K,Nan
NOT200101582K,Nan
NOT240102078K,Nan
NOT240102159K,Nan
NOT240102017K,Nan
NOT240102070K,Nan
NOT240102040K,Nan
NOT240102012K,Nan
NOT240102059K,Nan
NOT240102154K,Nan
NOT240102065K,Nan
NOT180100854K,Nan
NOT240102042K,Nan
NOT180100855K,Nan
NOT240102245K,Nan
NOT240102209K,Nan
NOT240102206K,Nan
NOT240102067K,Nan
NOT240102011K,Nan
NOT180100912K,Nan
NOT240102105K,Nan
NOT200101581K,Nan
NOT240102064K,Nan
NOT240102068K,Nan
NOT220101884K,Nan
NOT220101883K,Nan
NOT240102327K,Nan
NOT240102205K,Nan
NOT240102121K,Nan
NOT200101564K,Nan
NOT240102314K,Nan
NOT200101519K,Nan
NOT240102322K,Nan
NOT240102127K,Nan
NOT240102282K,Nan
NOT240102186K,Nan
NOT240102243K,Nan
NOT240102258K,Nan
NOT240102280K,Nan
NOT240102188K,Nan
NOT240102020K,Nan
NOT240102226K,Nan
NOT240102022K,Nan
NOT240102024K,Nan
NOT240102026K,Nan
NOT240102293K,Nan
NOT240102336K,Nan
NOT240102259K,Nan
NOT240102223K,Nan
NOT220101888K,Nan
NOT220101889K,Nan
NOT240101985K,Nan
NOT240102301K,Nan
NOT240102135K,Nan
NOT240102184K,Nan
NOT240102019K,Nan
NOT240102027K,Nan
NOT240102238K,Nan
NOT240102030K,Nan
NOT240102018K,Nan
NOT240102295K,Nan
NOT240102208K,Nan
NOT220101863K,Nan
NOT240102303K,Nan
NOT240101999K,Nan
NOT240102237K,Nan
NOT240102110K,Nan
NOT240102049K,Nan
NOT240102102K,Nan
NOT240102169K,Nan
NOT240102285K,Nan
NOT240102283K,Nan
NOT240102275K,Nan
NOT240102048K,Nan
NOT240102286K,Nan
NOT240102115K,Nan
NOT240102215K,Nan
NOT240102185K,Nan
NOT240102261K,Nan
NOT240102228K,Nan
NOT240102197K,Nan
NOT240101997K,Nan
NOT240102279K,Nan
NOT240102038K,Nan
NOT240102128K,Nan
NOT240102300K,Nan
NOT240102216K,Nan
NOT240102005K,Nan
NOT240102129K,Nan
NOT240102269K,Nan
NOT240102325K,Nan
NOT240102232K,Nan
NOT240102116K,Nan
NOT240102162K,Nan
NOT240102213K,Nan
NOT240102304K,Nan
NOT240102037K,Nan
NOT240102253K,Nan
NOT240102256K,Nan
NOT240102198K,Nan
NOT200101352K,Nan
NOT240102171K,Nan
NOT240102117K,Nan
NOT240102239K,Nan
NOT240102321K,Nan
NOT240102106K,Nan
NOT240102060K,Nan
NOT240102323K,Nan
NOT240102009K,Nan
NOT240102166K,Nan
NOT240102272K,Nan
NOT240101996K,Nan
NOT240102227K,Nan
NOT240102080K,Nan
NOT240101991K,Nan
NOT240102082K,Nan
NOT240102107K,Nan
NOT240102103K,Nan
NOT240102273K,Nan
NOT240102101K,Nan
NOT240102032K,Nan
NOT240102330K,Nan
NOT240102001K,Nan
NOT240102091K,Nan
NOT240102003K,Nan
NOT240102157K,Nan
NOT240102008K,Nan
NOT240102271K,Nan
NOT240102181K,Nan
NOT240102240K,Nan
NOT240102172K,Nan
NOT240102156K,Nan
NOT240102194K,Nan
NOT240102310K,Nan
NOT200101554K,Nan
NOT220101864K,Nan
NOT240102151K,Nan
NOT240102329K,Nan
NOT240102126K,Nan
NOT240102130K,Nan
NOT240102144K,Nan
NOT240102133K,Nan
NOT240102139K,Nan
NOT240102052K,Nan
NOT220101865K,Nan
NOT240102016K,Nan
NOT240102033K,Nan
NOT240101995K,Nan
NOT240102265K,Nan
NOT240102324K,Nan
NOT240102066K,Nan
NOT240102262K,Nan
NOT240102263K,Nan
NOT240102331K,Nan
NOT240102207K,Nan
NOT240102165K,Nan
NOT240102211K,Nan
NOT240102297K,Nan
NOT240102268K,Nan
NOT240102317K,Nan
NOT240102050K,Nan
NOT240102062K,Nan
NOT240102266K,Nan
NOT240102217K,Nan
NOT240102254K,Nan
NOT240102264K,Nan
NOT240102255K,Nan
NOT240102218K,Nan
NOT240102219K,Nan
NOT240102221K,Nan
NOT240102111K,Nan
NOT240102222K,Nan
NOT240102051K,Nan
NOT240102132K,Nan
NOT240102284K,Nan
NOT240102183K,Nan
NOT240102296K,Nan
NOT240102174K,Nan
NOT240102054K,Nan
NOT240102337K,Nan
NOT240102241K,Nan
NOT240102058K,Nan
NOT200101474K,Nan
NOT240102270K,Nan
NOT240102113K,Nan
NOT240102306K,Nan
NOT240102123K,Nan
NOT240102146K,Nan
NOT240102214K,Nan
NOT240102131K,Nan
NOT240102044K,Nan
NOT240102308K,Nan
NOT220101887K,Nan
NOT240102170K,Nan
NOT240102167K,Nan
NOT240102212K,Nan
NOT240102224K,Nan
NOT240102316K,Nan
NOT240102014K,Nan
NOT240102124K,Nan
NOT240102229K,Nan
NOT240102046K,Nan
NOT240102150K,Nan
NOT240102274K,Nan
NOT240102112K,Nan
NOT240102114K,Nan
NOT240102152K,Nan
NOT240102075K,Nan
NOT240102148K,Nan
NOT240102056K,Nan
NOT240102309K,Nan
NOT240102251K,Nan
NOT220102031K,Nan
NOT240102838K,Nan
NOT240102837K,Nan
NOT240102375K,Nan
NOT220101943K,Nan
NOT240102407K,Nan
NOT240102405K,Nan
NOT220101915K,Nan
NOT240102825K,Nan
NOT240102447K,Nan
NOT220102025K,Nan
NOT240102618K,Nan
NOT160101804K,Nan
NOT200101995K,Nan
NOT240102842K,Nan
NOT220101995K,Nan
NOT240102843K,Nan
NOT240102402K,Nan
NOT160101805K,Nan
NOT220102032K,Nan
NOT240102380K,Nan
NOT240102376K,Nan
NOT240102369K,Nan
NOT220101944K,Nan
NOT240102411K,Nan
NOT240102340K,Nan
NOT240102841K,Nan
NOT220101936K,Nan
NOT240102341K,Nan
NOT240102408K,Nan
NOT220101942K,Nan
NOT240102449K,Nan
NOT240102768K,Nan
NOT240102839K,Nan
NOT240102404K,Nan
NOT240102379K,Nan
NOT220102000K,Nan
NOT240102741K,Nan
NOT220101916K,Nan
NOT240102584K,Nan
NOT240102665K,Nan
NOT220101966K,Nan
NOT220101939K,Nan
NOT240102567K,Nan
NOT220102010K,Nan
NOT220102028K,Nan
NOT240102755K,Nan
NOT240102766K,Nan
NOT240102740K,Nan
NOT240102715K,Nan
NOT240102763K,Nan
NOT220102030K,Nan
NOT240102373K,Nan
NOT240102646K,Nan
NOT240102725K,Nan
NOT220101962K,Nan
NOT240102568K,Nan
NOT240102565K,Nan
NOT160101814K,Nan
NOT220101938K,Nan
NOT240102529K,Nan
NOT240102827K,Nan
NOT240102751K,Nan
NOT240102844K,Nan
NOT220102006K,Nan
NOT240102540K,Nan
NOT240102616K,Nan
NOT240102559K,Nan
NOT240102443K,Nan
NOT240102628K,Nan
NOT240102666K,Nan
NOT240102354K,Nan
NOT240102828K,Nan
NOT240102677K,Nan
NOT240102534K,Nan
NOT220102023K,Nan
NOT240102706K,Nan
NOT240102353K,Nan
NOT240102830K,Nan
NOT220102024K,Nan
NOT240102752K,Nan
NOT240102483K,Nan
NOT240102829K,Nan
NOT240102702K,Nan
NOT240102542K,Nan
NOT160101897K,Nan
NOT240102391K,Nan
NOT220101972K,Nan
NOT240102372K,Nan
NOT240102346K,Nan
NOT240102592K,Nan
NOT240102833K,Nan
NOT220102020K,Nan
NOT240102834K,Nan
NOT240102835K,Nan
NOT220101971K,Nan
NOT200102066K,Nan
NOT240102399K,Nan
NOT200102065K,Nan
NOT200102063K,Nan
NOT200102062K,Nan
NOT240102410K,Nan
NOT240102809K,Nan
NOT220101940K,Nan
NOT240102434K,Nan
NOT220101973K,Nan
NOT200101668K,Nan
NOT220101941K,Nan
NOT180101681K,Nan
NOT220101970K,Nan
NOT240102642K,Nan
NOT240102831K,Nan
NOT240102806K,Nan
NOT240102338K,Nan
NOT220101967K,Nan
NOT240102365K,Nan
NOT240102681K,Nan
NOT240102366K,Nan
NOT240102832K,Nan
NOT240102352K,Nan
NOT240102355K,Nan
NOT240102339K,Nan
NOT240102805K,Nan
NOT220101968K,Nan
NOT220101969K,Nan
NOT240102388K,Nan
NOT240102836K,Nan
NOT220101999K,Nan
NOT220102001K,Nan
NOT240102347K,Nan
NOT200101916K,Nan
NOT240102693K,Nan
NOT180101162K,Nan
NOT200101994K,Nan
NOT240102514K,Nan
NOT240102601K,Nan
NOT240102610K,Nan
NOT240102343K,Nan
NOT200101637K,Nan
NOT200101647K,Nan
NOT240102413K,Nan
NOT240102798K,Nan
NOT240102813K,Nan
NOT240102785K,Nan
NOT240102444K,Nan
NOT240102344K,Nan
NOT240102371K,Nan
NOT240102432K,Nan
NOT240102582K,Nan
NOT240102418K,Nan
NOT200101860K,Nan
NOT240102424K,Nan
NOT240102687K,Nan
NOT240102854K,Nan
NOT240102786K,Nan
NOT240102855K,Nan
NOT240102749K,Nan
NOT240102455K,Nan
NOT240102856K,Nan
NOT240102716K,Nan
NOT240102718K,Nan
NOT240102445K,Nan
NOT240102464K,Nan
NOT240102641K,Nan
NOT240102438K,Nan
NOT240102608K,Nan
NOT240102758K,Nan
NOT240102604K,Nan
NOT240102397K,Nan
NOT240102387K,Nan
NOT200101658K,Nan
NOT240102461K,Nan
NOT240102678K,Nan
NOT240102650K,Nan
NOT220101946K,Nan
NOT240102639K,Nan
NOT240102721K,Nan
NOT240102630K,Nan
NOT240102525K,Nan
NOT240102560K,Nan
NOT240102556K,Nan
NOT240102488K,Nan
NOT240102631K,Nan
NOT240102562K,Nan
NOT240102350K,Nan
NOT240102599K,Nan
NOT240102607K,Nan
NOT240102612K,Nan
NOT240102649K,Nan
NOT240102442K,Nan
NOT240102615K,Nan
NOT240102416K,Nan
NOT240102784K,Nan
NOT240102783K,Nan
NOT240102802K,Nan
NOT240102782K,Nan
NOT240102652K,Nan
NOT240102374K,Nan
NOT220101945K,Nan
NOT240102467K,Nan
NOT240102780K,Nan
NOT240102770K,Nan
NOT240102359K,Nan
NOT240102358K,Nan
NOT240102769K,Nan
NOT240102357K,Nan
NOT200101738K,Nan
NOT240102356K,Nan
NOT240102779K,Nan
NOT240102789K,Nan
NOT240102636K,Nan
NOT240102778K,Nan
NOT240102777K,Nan
NOT240102349K,Nan
NOT240102522K,Nan
NOT240102456K,Nan
NOT240102499K,Nan
NOT240102367K,Nan
NOT240102406K,Nan
NOT240102345K,Nan
NOT200101855K,Nan
NOT240102767K,Nan
NOT240102527K,Nan
NOT240102811K,Nan
NOT240102460K,Nan
NOT160101815K,Nan
NOT240102468K,Nan
NOT240102368K,Nan
NOT240102801K,Nan
NOT240102457K,Nan
NOT240102554K,Nan
NOT240102360K,Nan
NOT240102799K,Nan
NOT240102765K,Nan
NOT240102788K,Nan
NOT240102826K,Nan
NOT240102817K,Nan
NOT240102459K,Nan
NOT240102820K,Nan
NOT240102772K,Nan
NOT240102776K,Nan
NOT240102771K,Nan
NOT240102796K,Nan
NOT220102016K,Nan
NOT240102451K,Nan
NOT240102378K,Nan
NOT240102814K,Nan
NOT240102794K,Nan
NOT240102453K,Nan
NOT240102409K,Nan
NOT240102792K,Nan
NOT240102774K,Nan
NOT240102462K,Nan
NOT240102775K,Nan
NOT240102816K,Nan
NOT240102790K,Nan
NOT240102420K,Nan
NOT240102364K,Nan
NOT240102363K,Nan
NOT240102362K,Nan
NOT240102440K,Nan
NOT240102361K,Nan
NOT240102458K,Nan
NOT240102401K,Nan
NOT240102414K,Nan
NOT240102389K,Nan
NOT220101975K,Nan
NOT200101768K,Nan
NOT200101767K,Nan
NOT200101766K,Nan
NOT220101974K,Nan
NOT240102787K,Nan
NOT240102861K,Nan
NOT240102800K,Nan
NOT200101850K,Nan
NOT220101950K,Nan
NOT240102441K,Nan
NOT240102385K,Nan
NOT180101165K,Nan
NOT240102860K,Nan
NOT240102465K,Nan
NOT240102756K,Nan
NOT240102430K,Nan
NOT240102428K,Nan
NOT220101920K,Nan
NOT220101918K,Nan
NOT220101917K,Nan
NOT220101905K,Nan
NOT240102824K,Nan
NOT240102427K,Nan
NOT220101937K,Nan
NOT240102819K,Nan
NOT240102426K,Nan
NOT180101788K,Nan
NOT220101896K,Nan
NOT200101769K,Nan
NOT240102862K,Nan
NOT240102863K,Nan
NOT220102021K,Nan
NOT240102845K,Nan
NOT240102846K,Nan
NOT240102381K,Nan
NOT200101867K,Nan
NOT220102022K,Nan
NOT200101857K,Nan
NOT240102351K,Nan
NOT240102868K,Nan
NOT240102698K,Nan
NOT240102867K,Nan
NOT240102866K,Nan
NOT240102865K,Nan
NOT240102348K,Nan
NOT240102422K,Nan
NOT220101895K,Nan
NOT240102859K,Nan
NOT240102847K,Nan
NOT200101779K,Nan
NOT200101778K,Nan
NOT240102864K,Nan
NOT240102848K,Nan
NOT240102773K,Nan
NOT240102849K,Nan
NOT240102398K,Nan
NOT240102804K,Nan
NOT200101777K,Nan
NOT240102850K,Nan
NOT240102857K,Nan
NOT240102463K,Nan
NOT200101866K,Nan
NOT200101784K,Nan
NOT240102762K,Nan
NOT180101164K,Nan
NOT160101803K,Nan
NOT240102384K,Nan
NOT240102815K,Nan
NOT200101646K,Nan
NOT200102061K,Nan
NOT240102393K,Nan
NOT200101653K,Nan
NOT240102797K,Nan
NOT240102754K,Nan
NOT240102383K,Nan
NOT240102818K,Nan
NOT240102394K,Nan
NOT240102606K,Nan
NOT240102570K,Nan
NOT240102711K,Nan
NOT240102747K,Nan
NOT240102685K,Nan
NOT240102807K,Nan
NOT240102596K,Nan
NOT200101645K,Nan
NOT240102732K,Nan
NOT240102535K,Nan
NOT240102737K,Nan
NOT240102803K,Nan
NOT240102425K,Nan
NOT240102823K,Nan
NOT220102017K,Nan
NOT240102764K,Nan
NOT240102342K,Nan
NOT240102822K,Nan
NOT240102395K,Nan
NOT220101894K,Nan
NOT240102392K,Nan
NOT240103003K,Nan
NOT240103207K,Nan
NOT240103193K,Nan
NOT240103192K,Nan
NOT240102977K,Nan
NOT220102227K,Nan
NOT240103059K,Nan
NOT240102992K,Nan
NOT240103151K,Nan
NOT240103188K,Nan
NOT240103209K,Nan
NOT240103010K,Nan
NOT240102950K,Nan
NOT220103167K,Nan
NOT220103121K,Nan
NOT240102945K,Nan
NOT180101895K,Nan
NOT240103019K,Nan
NOT240103132K,Nan
NOT240103091K,Nan
NOT200102076K,Nan
NOT180102113K,Nan
NOT240102990K,Nan
NOT240102982K,Nan
NOT240103090K,Nan
NOT240102938K,Nan
NOT240103042K,Nan
NOT240103225K,Nan
NOT240103158K,Nan
NOT220103190K,Nan
NOT220103192K,Nan
NOT220102051K,Nan
NOT240102946K,Nan
NOT240102877K,Nan
NOT240103170K,Nan
NOT240102974K,Nan
NOT240103128K,Nan
NOT240102972K,Nan
NOT240102949K,Nan
NOT240102872K,Nan
NOT240102936K,Nan
NOT240102947K,Nan
NOT240103136K,Nan
NOT240103164K,Nan
NOT240103178K,Nan
NOT240102935K,Nan
NOT240103221K,Nan
NOT240103057K,Nan
NOT240103224K,Nan
NOT240103153K,Nan
NOT240102951K,Nan
NOT240103060K,Nan
NOT240102937K,Nan
NOT240103197K,Nan
NOT240103041K,Nan
NOT240102978K,Nan
NOT240102880K,Nan
NOT240103012K,Nan
NOT240102952K,Nan
NOT220103111K,Nan
NOT240103155K,Nan
NOT240102973K,Nan
NOT220103289K,Nan
NOT240103043K,Nan
NOT240102953K,Nan
NOT240103036K,Nan
NOT240103177K,Nan
NOT240102871K,Nan
NOT240103175K,Nan
NOT240103040K,Nan
NOT240103182K,Nan
NOT180102114K,Nan
NOT180102115K,Nan
NOT240102975K,Nan
NOT240103223K,Nan
NOT240103222K,Nan
NOT240102988K,Nan
NOT240102879K,Nan
NOT240102873K,Nan
NOT220103174K,Nan
NOT240103234K,Nan
NOT240103233K,Nan
NOT220103110K,Nan
NOT220102068K,Nan
NOT240103058K,Nan
NOT240103232K,Nan
NOT240103020K,Nan
NOT240103231K,Nan
NOT220103173K,Nan
NOT240103220K,Nan
NOT220103123K,Nan
NOT240103229K,Nan
NOT240103211K,Nan
NOT220102635K,Nan
NOT240102981K,Nan
NOT240103228K,Nan
NOT240103184K,Nan
NOT240103227K,Nan
NOT240103213K,Nan
NOT240103218K,Nan
NOT220103117K,Nan
NOT220102634K,Nan
NOT240103217K,Nan
NOT240103039K,Nan
NOT220102624K,Nan
NOT240103186K,Nan
NOT240103180K,Nan
NOT240102983K,Nan
NOT240103230K,Nan
NOT220102226K,Nan
NOT240102934K,Nan
NOT240103021K,Nan
NOT240103027K,Nan
NOT240103083K,Nan
NOT240103084K,Nan
NOT240103085K,Nan
NOT240103086K,Nan
NOT240103104K,Nan
NOT240102965K,Nan
NOT240102906K,Nan
NOT240103087K,Nan
NOT240103088K,Nan
NOT240103048K,Nan
NOT240103139K,Nan
NOT240102991K,Nan
NOT240103063K,Nan
NOT240103120K,Nan
NOT240103064K,Nan
NOT240103160K,Nan
NOT240102994K,Nan
NOT240102923K,Nan
NOT240102896K,Nan
NOT240103137K,Nan
NOT240103067K,Nan
NOT240103069K,Nan
NOT220102067K,Nan
NOT240103001K,Nan
NOT240102993K,Nan
NOT240103066K,Nan
NOT200102075K,Nan
NOT240103065K,Nan
NOT240102979K,Nan
NOT240103118K,Nan
NOT240103061K,Nan
NOT220102063K,Nan
NOT240103025K,Nan
NOT240103004K,Nan
NOT240102989K,Nan
NOT120101492K,Nan
NOT240103108K,Nan
NOT220103272K,Nan
NOT240103195K,Nan
NOT240102948K,Nan
NOT240103078K,Nan
NOT220103268K,Nan
NOT220103273K,Nan
NOT240102927K,Nan
NOT240102911K,Nan
NOT240102904K,Nan
NOT240103141K,Nan
NOT240102967K,Nan
NOT240103111K,Nan
NOT240102968K,Nan
NOT220102228K,Nan
NOT240102970K,Nan
NOT240102869K,Nan
NOT240103055K,Nan
NOT240103105K,Nan
NOT240102902K,Nan
NOT240102899K,Nan
NOT240103047K,Nan
NOT220103296K,Nan
NOT220103290K,Nan
NOT240103112K,Nan
NOT240102931K,Nan
NOT240103140K,Nan
NOT240102944K,Nan
NOT240103096K,Nan
NOT220103295K,Nan
NOT240103110K,Nan
NOT240103035K,Nan
NOT240103052K,Nan
NOT240103014K,Nan
NOT240102985K,Nan
NOT240103116K,Nan
NOT240103082K,Nan
NOT240103080K,Nan
